station_id,station_name,oct,nov,dec,jan,feb,mar,apr,may,jun,jul,aug,sep
IMP,IMPERIAL VALLEY,0.0,0.03,0.09,0.13,0.0,0.56,0.0,0.62,0.08,,,
IPN,INDEPENDENCE,0.0,0.01,0.67,0.14,0.31,0.12,0.0,0.75,0.07,0.4,0.0,0.01
ISB,ISABELLA DAM,0.04,0.13,4.47,1.44,2.02,0.31,0.42,0.77,0.26,0.21,0.01,0.0
JNL,JUNCAL DAM,0.64,1.01,7.42,1.29,,0.74,,,,,,
KP3,KERN PH 3,0.0,0.24,4.77,0.24,1.22,0.09,0.22,0.21,0.03,0.15,0.0,
KR3,KERN R INTAKE NO. 3,,0.19,4.25,0.51,1.4,0.13,0.21,0.13,0.32,0.95,0.0,0.03
OLS,KLAMATH RIVER AT ORLEANS,6.54,5.66,9.1,2.54,6.49,3.41,1.51,0.45,0.11,0.5,0.33,0.66
LGB,LAGUNA BEACH,0.45,0.76,1.42,0.76,0.59,,,,,,,
LGT,LAGUNITAS LAKE,1.72,5.57,23.37,0.07,5.42,0.36,2.4,0.02,0.18,0.06,0.01,0.71
ARR,LAKE ARROWHEAD,0.0,,,,,,,,,,,
LPA,LAKE PALMDALE,,,,,,,,,,,,
SBN,LAKE SABRINA,0.0,0.16,1.88,0.16,1.96,0.48,0.32,2.68,0.44,1.72,0.16,0.0
LNC,LANCASTER FSS FAA,,,,,,,,,,,,
LMC,LEMON COVE,0.0,2.32,3.38,0.12,1.44,0.05,0.89,0.78,0.0,0.19,0.0,0.1
LND,LINDSAY,0.0,1.74,3.05,0.14,0.64,0.0,0.93,1.38,0.0,0.08,0.0,
LDG,LODGEPOLE,0.0,2.12,6.45,0.3,5.94,0.54,1.77,2.97,0.69,1.51,0.0,
LCC,LOS ANGELES CIVIC CENTER,0.25,0.48,3.88,1.09,0.83,0.87,0.13,0.93,0.01,0.38,0.0,2.39
LAN,LOS ANGELES-WSO AIRPORT,0.24,0.42,4.04,1.25,0.27,0.49,0.11,0.43,0.01,0.35,0.0,1.81
LSB,LOS BANOS,0.0,1.29,3.76,0.01,0.71,0.38,0.38,0.0,0.0,0.0,0.12,
LYT,LYTLE CREEK R S,0.72,,,,,,,,,,,
MDR,MADERA,0.0,1.06,2.41,0.0,0.66,0.01,1.0,0.0,0.0,0.0,0.0,0.17
MRP,MARIPOSA RANGER STATION,0.14,2.01,4.18,0.48,2.45,0.55,2.45,0.4,0.0,0.13,0.0,0.0
MKV,MARKLEEVILLE,0.34,,,,,,,,,,,
MLD,MCCLOUD,3.13,2.41,18.99,1.46,9.91,2.04,1.31,2.28,0.23,0.28,0.0,0.83
MFS,MERCED,0.02,1.54,3.4,0.0,1.05,0.19,1.09,,,,,
MNR,MINERAL (OBSERVER),5.26,5.63,19.47,0.37,7.25,1.53,1.85,,0.2,0.97,,
MCN,MOCCASIN,0.21,2.88,5.32,0.0,3.17,0.3,2.2,0.46,0.0,0.01,0.0,0.01
MDE,MODESTO IRRIG DISTRICT OFFICE,0.99,,,,,,0.69,,0.0,0.0,0.0,0.0
MTY,MONTEREY AIRPORT,,,,,,,,,,,,
HML,MOUNT HAMILTON,1.52,3.12,10.92,0.02,2.92,0.48,1.52,0.73,0.06,0.0,0.03,0.0
MSC,MOUNT SHASTA CITY,4.83,1.86,12.83,0.48,10.16,1.27,1.48,1.76,0.23,1.5,0.0,0.23
WLS,MOUNT WILSON NO 2,0.82,1.62,9.7,2.84,3.43,0.9,0.71,2.43,0.13,3.58,0.01,3.51
MNH,MOUNTAIN HOME,,,,0.52,3.74,1.17,0.9,1.71,1.19,0.66,0.0,0.01
MTP,MOUNTAIN PASS,0.0,,,,,,,,,,,
NSH,NAPA FIRE DEPARTMENT,0.98,2.42,11.97,0.02,2.72,0.1,2.12,0.02,0.17,0.01,0.0,0.19
NDL,NEEDLES,0.1,0.0,0.39,0.67,0.45,,,,0.21,,,
NVD,NEVADA CITY,2.08,5.24,16.89,0.05,7.67,1.07,3.19,0.27,0.29,0.25,0.01,0.11
EXC,NEW EXCHEQUER-LK MCCLURE,1.47,0.63,3.95,0.03,1.41,0.14,1.22,0.17,0.0,0.01,0.0,0.01
NLD,NILAND,0.0,0.0,,0.22,0.12,0.51,0.08,,,,,
NFR,NORTH FORK R S,0.0,2.71,5.49,0.23,2.82,0.53,1.77,0.04,0.12,0.99,0.0,0.37
OSM,OCEANSIDE MARINA,0.0,0.8,3.9,0.4,0.24,0.71,0.01,1.38,0.04,0.87,0.0,1.1
ORL,ORLAND,,0.23,2.13,10.46,0.03,3.07,0.03,1.41,0.17,0.06,0.03,0.02
OXN,OXNARD,0.67,0.13,4.42,2.28,0.65,0.52,0.25,0.1,0.13,0.58,0.0,0.47
PCF,PACIFIC HOUSE (OBSERVER),1.25,4.35,10.9,0.08,8.78,1.24,3.99,1.31,1.75,0.15,0.0,0.03
PMS,PALM SPRINGS,0.0,0.07,0.8,0.22,0.17,0.83,0.0,0.14,0.0,0.42,0.0,0.14
PNH,PANOCHE 2W,1.17,1.04,2.46,0.02,,0.2,,,,,,
PSC,PASCOES,,,,,,,,,,,,
PNF,PINE FLAT DAM,0.44,1.76,3.09,0.05,3.19,0.15,0.86,0.18,0.01,0.69,0.0,0.83
PCV,PLACERVILLE,2.24,2.44,10.26,0.27,6.25,0.77,2.79,0.48,,0.0,0.0,
PLE,PLUMAS EUREKA PARK,3.31,3.53,15.07,0.04,9.94,1.49,3.27,1.54,0.36,0.48,0.02,0.33
PRT,PORTOLA,0.53,1.21,6.15,0.01,3.88,0.29,1.11,1.28,0.67,1.53,0.71,0.02
QNC,QUINCY RS (USFS),1.63,2.5,15.49,0.09,6.24,0.89,2.02,1.25,0.18,0.41,0.0,0.22
RBF,RED BLUFF,1.2,2.87,9.74,0.04,,,,,0.01,0.03,0.0,0.2
RGC,ROGERS CAMP,,,,,2.82,0.59,1.41,1.14,0.19,1.83,0.08,0.41
HEA,RUSSIAN RIVER NEAR HEALDSBURG,,,,,,,,,,,,
SCR,SACRAMENTO WB CITY,0.53,1.25,8.6,0.0,2.28,0.22,1.85,0.07,0.07,0.0,0.0,0.04
SGH,SAGEHEN CREEK,0.36,1.9,5.45,0.0,6.93,0.45,2.03,0.42,0.03,0.42,0.42,
SAP,SALINAS NO2,0.66,2.33,7.45,0.0,1.01,0.42,,,,,,
SDG,SAN DIEGO NWS-LINDBERGH FIELD,0.0,0.37,4.5,0.42,0.28,0.93,0.02,2.39,0.04,1.71,0.01,1.24
SFF,SAN FRANCISCO WB AP,0.31,1.99,10.66,0.0,2.01,0.06,1.28,0.02,0.26,0.0,0.0,0.02
SLO,SAN LUIS OBISPO POLY,0.0,1.51,5.89,0.12,2.31,0.02,1.49,0.18,0.0,1.37,0.0,0.05
ANA,SANTA ANA FIRE STA,0.0,0.42,3.41,0.88,0.41,0.12,0.16,,,,,
SBR,SANTA BARBARA SANITATION,1.16,0.18,4.95,1.33,0.9,,,,,,,
CRZ,SANTA CRUZ,0.84,3.83,11.49,0.0,2.85,0.51,1.98,0.1,0.01,0.03,0.03,0.03
SRO,SANTA ROSA,0.86,3.2,14.49,0.12,4.2,0.12,1.5,,,,,
SCA,SCOTIA,5.6,3.99,11.67,1.22,11.92,2.3,3.66,0.33,0.02,0.19,0.28,0.5
SRR,SIERRAVILLE RS (USFS),0.9,2.01,5.92,0.0,4.8,0.28,0.94,1.2,0.79,2.49,0.18,0.16
SLP,SLY PARK,1.04,4.34,10.75,0.06,7.54,0.92,3.05,0.84,1.08,0.05,0.0,0.03
SSG,SODA SPRINGS 1 E,2.17,6.18,11.85,0.35,8.62,1.42,3.94,3.66,1.22,1.46,0.35,0.43
SOR,SONORA RS,0.14,3.38,6.29,0.03,3.8,0.37,2.01,0.48,0.0,0.0,0.0,0.0
SEY,SOUTH ENTRANCE YOSEMITE,0.0,1.9,7.27,0.15,3.08,0.32,2.97,1.69,0.0,2.61,0.03,
SLK,SOUTH LAKE,0.04,0.08,2.36,0.16,2.72,0.72,0.64,2.72,0.64,2.6,0.28,0.0
SGV,SPRINGVILLE TULE POWERPLANT,0.39,1.77,4.38,0.18,2.46,0.14,1.24,0.99,,0.6,0.0,0.03
SNH,STANDISH HICKEY PARK,,,,,,,,,,,,
STK,STOCKTON FIRE STATION 4,,,,,,,,,,,,
STG,STONY GORGE RESERVOIR,0.1,2.3,10.88,0.06,2.87,0.09,1.44,1.17,0.16,0.24,0.0,0.63
STV,STRAWBERRY VALLEY,4.0,7.34,25.09,0.25,10.23,1.56,4.36,0.44,0.08,0.07,0.22,0.34
SCC,SUCCESS DAM,0.0,0.0,0.0,0.0,0.83,0.23,0.65,1.86,0.04,0.62,0.0,0.0
SSN,SUSANVILLE,1.05,1.11,5.03,0.0,3.58,0.13,0.25,3.05,0.26,0.9,0.07,0.0
TAC,TAHOE CITY (NWS),0.68,2.35,4.57,0.03,5.33,0.4,1.89,,,,,
TRM,TERMINUS DAM,0.54,0.0,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3RV,THREE RIVERS PH NO 1,0.0,2.29,3.85,0.02,3.71,1.13,0.91,1.71,0.0,1.16,0.0,0.11
TCR,TRACY CARBONA,0.48,0.87,6.18,0.0,1.16,0.65,0.45,,0.0,0.0,0.04,0.0
TKE,TRUCKEE RS (OBS),0.52,1.77,4.38,0.03,4.81,0.29,1.9,2.58,0.72,1.66,0.25,0.2
29P,TWENTYNINE PALMS,0.0,0.0,0.24,0.78,0.07,0.14,0.22,0.03,0.0,0.82,0.06,0.06
UKH,UKIAH,0.84,5.3,15.32,0.82,4.72,0.79,1.93,,,,,
VNT,VINTON,0.32,0.84,2.51,0.0,2.36,0.09,0.81,1.8,0.87,2.39,0.14,0.0
VSL,VISALIA,0.0,1.16,2.6,0.14,1.48,0.11,,0.0,0.02,0.0,0.0,
WSC,WASCO,0.0,0.68,2.25,0.22,1.37,0.2,0.13,0.29,0.0,0.1,0.0,
WTW,WATSONVILLE WATER,0.39,3.32,10.14,0.0,2.14,0.66,1.17,0.19,0.0,0.05,0.07,
WVR,WEAVERVILLE RS,3.35,3.62,9.3,1.14,7.66,1.43,0.76,,,,,
WPT,WEST POINT,0.61,3.71,8.88,0.48,6.58,0.86,2.85,1.44,0.05,0.02,0.0,0.0
WDL,WOODLAND 1 WNW,,,,,,,1.21,,0.0,,,
YSV,YOSEMITE HEADQUARTERS,0.0,2.98,4.81,0.07,3.15,0.43,2.9,1.35,0.65,2.11,0.02,0.08
YRK,YREKA,2.75,2.03,3.52,1.08,4.68,0.68,0.3,1.29,0.1,0.77,0.03,0.03
