station_id,station_name,oct,nov,dec,jan,feb,mar,apr,may,jun,jul,aug,sep
BDE,BODIE,0.02,2.37,0.22,0.78,0.83,3.67,0.43,1.78,0.0,1.11,3.27,0.0
BOW,BOWMAN,1.26,21.02,1.21,11.14,1.78,20.4,7.58,2.59,0.5,0.0,0.0,0.0
BDG,BRIDGEPORT R S,0.0,2.35,0.02,0.21,0.17,2.1,0.31,1.01,0.0,0.64,0.21,0.03
BCM,BRUSH CREEK (DWR-2),1.28,15.25,0.97,11.5,1.34,18.69,8.14,0.54,0.0,0.0,0.0,0.0
CCH,CACHUMA LAKE,0.0,0.07,0.0,3.75,0.16,4.85,0.09,0.4,0.0,0.0,0.0,0.0
CVT,CALAVERAS BIG TREES,0.69,9.84,0.53,8.1,0.8,18.72,5.07,0.34,0.0,0.0,0.0,0.0
CAL,CALLAHAN,0.33,2.21,0.59,1.74,0.39,1.91,1.88,2.75,0.07,,0.0,0.0
CPD,CAMP PARDEE,0.34,4.4,0.43,3.81,0.49,6.85,3.15,0.55,0.0,0.0,0.0,0.0
CPT,CAPLES (TWIN) LAKE,0.46,10.2,0.59,4.64,3.28,19.23,4.24,1.28,0.0,0.28,0.0,0.0
CDV,CEDARVILLE,0.57,3.44,0.62,1.4,1.38,0.89,2.64,3.33,0.5,0.05,0.0,0.0
CHL,CHALLENGE RANGER STATION,,,,,,,,,,,,
CVD,CHERRY VALLEY DAM,0.53,8.43,0.37,5.5,0.26,18.91,3.68,0.58,0.0,0.08,0.0,0.0
CHS,CHESTER,0.58,6.42,0.37,4.05,9.25,6.85,3.38,1.37,0.4,0.01,0.0,0.0
CES,CHICO UNIV FARM,0.54,4.67,0.0,3.62,0.0,4.61,3.88,0.72,0.0,0.0,0.0,0.0
CNL,CHINA LAKE ARMITAGE,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.19,0.0,0.22,0.0,0.0
CLN,COALINGA,0.06,0.0,0.0,1.51,0.15,2.7,0.06,0.0,0.0,0.0,0.0,0.0
CFF,COFFEE CREEK RANGER STATION,0.94,9.8,0.38,8.81,1.0,6.79,4.35,2.14,0.01,1.42,0.0,0.13
CLF,COLFAX,0.77,10.49,0.79,8.03,0.95,16.75,5.23,0.15,0.0,0.0,0.0,0.0
CTT,COTTONWOOD GATES,0.0,0.0,0.0,0.0,0.01,0.63,0.04,0.17,0.0,0.26,0.0,0.02
COV,COVELO 1 NNE,,8.02,0.49,,,,,,,,,
CEC,CRESCENT CITY MC NAMARA FIELD,2.03,9.25,2.74,10.6,3.21,11.41,5.36,0.48,0.7,0.0,0.0,0.2
CRC,CROOKED CREEK (LONG VALLEY),0.0,0.98,0.0,0.27,0.05,2.03,0.81,1.41,0.0,3.12,2.48,0.34
CUY,CUYAMACA DAM,0.25,0.1,0.11,5.94,1.55,6.55,0.0,0.0,0.0,0.0,0.1,0.0
DVS,DAVIS 2WSW,0.18,0.03,0.03,4.42,0.09,4.62,1.37,0.26,0.0,0.0,0.0,0.0
DSB,DE SABLA (PG&E),1.23,13.42,0.79,10.65,0.84,15.79,8.71,0.71,0.0,0.04,0.0,0.0
DTV,DEATH VALLEY,0.0,0.0,0.0,0.48,0.05,0.15,0.0,0.0,0.0,0.05,0.0,0.0
DMS,DONNER MEM ST PARK,0.7,8.91,0.57,3.89,1.06,11.1,3.07,3.18,,,,
DWV,DOWNIEVILLE,1.01,18.12,1.31,9.51,2.67,18.27,6.16,2.01,0.5,0.0,0.0,0.0
DYL,DOYLE,0.53,4.4,0.09,0.73,,,,,,,,
DNM,DUNSMUIR TREATMENT PLANT,1.3,11.46,0.42,9.06,0.4,11.35,5.44,2.08,0.09,0.0,0.0,0.0
EGL,EAGLE CREEK,0.26,1.72,0.35,3.61,1.54,13.9,3.82,0.44,0.15,0.0,0.0,0.0
ELC,EL CAPITAN DAM,0.08,0.0,0.17,3.44,1.08,2.21,0.0,0.25,0.0,0.0,0.0,0.0
ERY,ELLERY LAKE,0.2,3.02,0.12,1.44,0.68,5.02,3.76,1.76,0.0,3.33,0.0,0.0
ELS,ELSINORE,0.01,0.05,0.0,1.98,0.12,1.11,0.01,0.05,0.0,0.0,0.0,0.0
ENG,ENGLEBRIGHT (USACE),0.7,6.12,0.65,6.36,1.21,10.68,4.09,0.36,0.0,0.0,0.0,0.0
ERK,EUREKA WOODLEY ISLAND,1.64,7.4,1.94,7.86,2.87,8.5,5.02,0.79,0.7,0.03,0.05,0.19
FRF,FAIRFIELD,0.14,2.69,0.03,3.43,0.32,4.79,3.32,0.04,0.0,0.0,0.0,0.0
FMT,FAIRMONT,0.0,0.01,0.0,3.06,0.86,4.64,0.08,0.0,0.0,0.0,0.0,0.0
NIC,FEATHER RIVER NEAR NICOLAUS,,,,,,,,,,,,
FDD,FIDDLETOWN,0.48,8.27,0.83,5.16,1.14,13.06,3.82,0.42,0.0,0.0,0.0,0.0
FLR,FLORENCE LAKE (SCE),0.08,2.52,0.04,2.24,0.55,6.25,2.56,0.64,0.0,1.88,0.94,0.13
FLD,FOLSOM DAM - FOLSOM POINT (DYKE 8),0.27,4.85,0.47,4.45,0.47,7.06,1.93,0.55,0.0,0.0,0.0,0.0
FRH,FORESTHILL R S,0.61,14.8,1.04,10.35,1.3,16.87,6.56,0.35,0.0,0.0,0.0,0.0
FBW,FORT BIDWELL,0.61,3.33,0.46,1.63,1.0,2.52,2.8,2.38,0.35,0.0,0.0,0.02
FJN,FORT JONES RS,0.36,2.42,0.59,2.21,0.63,1.91,1.83,2.17,0.04,0.02,0.0,0.0
FRR,FORT ROSS,0.39,0.32,0.08,7.76,0.87,8.21,8.59,1.0,0.0,0.02,0.0,0.19
FRO,FRESNO WB AIRPORT,0.09,0.28,0.04,1.23,0.26,4.19,0.64,0.0,0.0,0.0,0.0,0.0
GAS,GASQUET RANGER STATION,5.28,20.92,4.12,15.72,4.88,17.64,10.2,0.96,0.96,0.28,0.0,0.28
GLK,GEM LAKE,0.0,2.4,0.08,1.64,0.24,6.34,1.92,1.24,0.0,0.96,0.28,0.0
GRG,GEORGETOWN RS (USFS),1.08,13.62,0.66,8.98,1.38,18.1,5.16,1.29,0.0,0.0,0.0,0.0
GNF,GIANT FOREST (USACE),,4.36,0.01,4.02,1.68,16.28,4.08,0.46,0.0,0.29,0.0,0.32
GLV,GLENVILLE FS,0.0,0.8,0.18,1.16,0.71,6.68,1.53,0.0,0.0,0.0,0.0,0.0
GRO,GRANT GROVE,0.15,2.77,0.17,4.17,0.96,21.25,4.14,0.58,0.0,0.0,0.0,0.0
GSV,GRASS VALLEY,1.04,12.76,1.06,9.72,0.75,15.93,6.27,0.43,0.0,0.0,0.0,0.0
GNV,GREENVILLE RS,,,,,,,,,,,,
GVL,GROVELAND R S,0.61,5.55,0.17,4.77,0.64,16.34,2.96,0.53,0.0,0.0,0.0,0.0
GHS,GROVER HOT SPRINGS,0.0,6.03,0.06,3.66,0.46,6.24,0.9,2.23,0.0,0.53,0.0,0.0
HWE,HAIWEE,0.0,0.06,0.0,1.54,0.13,1.25,0.0,0.73,0.0,0.0,0.0,0.0
HND,HANFORD REFINERY,0.06,0.31,0.04,1.37,0.3,2.33,0.29,0.0,0.0,0.0,0.0,0.0
HAP,HAPPY CAMP RS,1.85,8.67,1.81,8.43,1.42,4.44,3.26,0.32,0.72,0.0,0.0,0.0
HRR,HARRISON GULCH RS,,,,,,,,,,,,
HSD,HENSHAW DAM,0.03,0.02,0.0,4.92,1.04,3.61,0.04,0.07,0.0,0.11,0.0,0.0
HTH,HETCH HETCHY,0.59,6.17,0.35,4.45,0.96,15.26,3.73,0.18,0.0,0.09,0.0,0.2
HCK,HOCKETT MEADOW (USACE),0.18,4.1,0.0,3.63,1.57,13.6,4.4,0.73,0.18,0.2,0.02,0.5
HLS,HOLLISTER,0.0,0.78,0.23,2.31,0.52,2.99,0.29,0.0,0.0,0.0,0.0,0.0
HOO,HOOPA,,,,9.02,2.83,7.56,7.05,0.44,0.21,0.0,0.0,
HSS,HOSSACK,0.0,3.66,0.5,3.72,1.51,15.32,3.9,0.4,0.23,0.54,0.0,0.0
IMP,IMPERIAL VALLEY,,,,,,,,,,,,
IPN,INDEPENDENCE,0.0,0.37,0.0,0.45,0.04,0.43,0.1,0.01,0.0,0.94,0.0,0.01
ISB,ISABELLA DAM,0.01,0.43,0.06,1.33,0.02,5.66,1.1,0.17,0.02,0.03,0.0,1.12
JNL,JUNCAL DAM,0.0,0.23,0.0,3.6,0.27,8.92,0.04,0.3,0.0,0.0,0.0,0.0
KP3,KERN PH 3,0.0,0.51,0.51,1.09,0.11,3.16,0.64,0.19,0.0,0.0,0.0,0.02
KR3,KERN R INTAKE NO. 3,0.0,0.89,0.0,1.28,0.42,4.35,0.49,0.36,0.0,0.16,0.0,0.0
OLS,KLAMATH RIVER AT ORLEANS,2.28,10.52,2.32,8.28,2.8,8.04,6.8,0.8,0.36,0.0,0.0,0.64
LGB,LAGUNA BEACH,,,,,,,0.0,,0.01,0.0,0.0,
LGT,LAGUNITAS LAKE,0.52,7.46,0.31,11.31,1.29,12.47,5.38,0.22,0.0,0.0,0.0,0.08
ARR,LAKE ARROWHEAD,,,,,,0.25,,,,,,
LPA,LAKE PALMDALE,,,,,,,,,,,,
SBN,LAKE SABRINA,0.0,1.74,0.0,0.64,0.61,4.69,1.28,1.6,0.0,3.12,1.59,0.1
LNC,LANCASTER FSS FAA,,,,,,,,,,,,
LMC,LEMON COVE,0.04,0.85,0.07,1.55,0.75,4.74,0.94,0.0,0.0,0.0,0.0,0.0
LFH,LEWISTON FISH HATCHERY,,,,,,0.33,,0.83,,,,
LND,LINDSAY,0.06,0.44,0.05,1.11,0.69,3.56,0.67,0.02,0.0,0.0,0.0,0.0
LDG,LODGEPOLE,0.05,2.67,0.12,4.16,1.14,13.31,2.63,0.95,0.0,0.5,0.0,0.0
LCC,LOS ANGELES CIVIC CENTER,0.1,0.01,0.01,1.77,0.03,2.69,0.02,0.09,0.0,0.0,0.0,0.0
LAN,LOS ANGELES-WSO AIRPORT,0.0,0.1,0.01,1.4,0.1,2.07,0.05,0.06,0.0,0.0,0.0,0.0
LSB,LOS BANOS,0.11,0.36,0.07,2.05,0.39,2.05,0.58,0.0,0.0,0.0,0.0,0.0
LYT,LYTLE CREEK R S,,,,,,,,,,,,
MDR,MADERA,0.07,0.1,0.0,1.14,0.21,2.3,0.71,0.0,0.0,0.0,0.0,0.01
MRP,MARIPOSA RANGER STATION,0.2,2.82,0.17,3.5,0.87,13.83,2.8,0.22,0.0,0.0,0.0,0.0
MKV,MARKLEEVILLE,,,,,,,,,,,,
MLD,MCCLOUD,1.0,7.54,0.68,5.43,0.01,6.66,5.44,1.25,0.0,0.0,0.17,0.0
MFS,MERCED,0.16,0.88,0.1,2.12,0.34,3.36,1.33,0.12,0.0,0.0,0.0,0.0
MNR,MINERAL (OBSERVER),1.13,13.91,1.12,8.43,1.05,7.27,6.25,2.78,0.87,0.47,0.0,0.0
MCN,MOCCASIN,0.41,4.32,0.3,3.55,0.54,10.81,2.4,0.36,0.0,0.0,0.0,0.0
MDE,MODESTO IRRIG DISTRICT OFFICE,0.07,0.41,0.02,2.21,0.34,2.0,2.32,0.08,0.0,0.0,0.0,0.0
MTY,MONTEREY AIRPORT,0.17,1.78,0.03,4.57,0.39,5.07,2.51,0.09,0.0,0.0,0.0,0.0
HML,MOUNT HAMILTON,0.31,3.82,,4.8,0.56,6.57,3.76,0.13,0.0,0.0,0.0,0.0
MSC,MOUNT SHASTA CITY,0.61,4.13,0.29,4.08,0.78,4.61,2.29,2.07,0.02,0.14,0.0,0.24
WLS,MOUNT WILSON NO 2,0.1,0.36,0.0,6.84,0.68,11.13,0.02,0.41,0.0,0.0,0.0,0.0
MNH,MOUNTAIN HOME,0.38,3.14,0.03,3.97,0.95,4.87,3.15,0.58,0.43,0.0,0.0,0.01
MTP,MOUNTAIN PASS,,,,,,,,,,,,
NSH,NAPA FIRE DEPARTMENT,0.2,4.62,0.03,4.66,0.12,6.58,3.01,0.0,0.0,0.0,0.0,0.0
NDL,NEEDLES,0.0,0.0,0.0,0.41,0.2,0.23,0.0,0.0,0.0,0.93,0.17,0.0
NVD,NEVADA CITY,0.93,14.23,0.88,10.01,0.28,18.28,4.82,0.48,0.0,0.0,0.0,0.0
EXC,NEW EXCHEQUER-LK MCCLURE,0.29,2.49,0.23,2.45,0.87,7.47,2.18,0.22,0.0,0.0,0.0,0.0
NMQ,NEW MELONES DAM HQ,0.32,3.99,0.24,4.51,0.77,8.18,2.67,0.34,0.0,0.0,0.0,0.0
NLD,NILAND,,,,,,,,,,,,
NFR,NORTH FORK R S,0.26,2.15,0.29,2.93,1.2,15.24,3.18,0.08,0.0,0.02,0.0,0.0
OSM,OCEANSIDE MARINA,0.03,0.24,0.03,2.94,0.3,1.83,0.08,0.17,0.0,0.06,0.0,0.0
ORL,ORLAND,0.23,1.78,0.0,3.38,0.03,1.72,2.68,0.18,0.0,0.0,0.0,0.0
OXN,OXNARD,0.0,0.05,0.0,1.06,0.19,5.02,0.05,0.0,0.0,0.0,0.0,0.01
PCF,PACIFIC HOUSE (OBSERVER),0.97,12.94,0.95,7.62,1.22,18.19,5.24,1.33,0.0,0.0,0.0,0.0
PMS,PALM SPRINGS,0.0,0.0,0.0,1.45,0.0,0.24,0.0,0.0,0.0,1.11,0.0,0.0
PNH,PANOCHE 2W,,,,,0.1,3.49,0.32,0.0,0.0,0.0,0.0,0.0
PSC,PASCOES,,,,,,,,,,,,
PNF,PINE FLAT DAM,0.19,1.03,0.04,2.3,0.39,8.53,1.44,0.13,0.03,0.06,0.22,0.36
PCV,PLACERVILLE,0.44,9.04,0.85,6.64,0.87,13.15,3.8,0.63,0.0,0.0,0.0,0.0
PLE,PLUMAS EUREKA PARK,1.0,18.84,0.75,9.73,1.74,16.31,6.04,1.64,0.67,0.0,0.0,0.01
PRT,PORTOLA,0.38,4.84,0.48,2.95,1.17,8.89,2.46,1.96,0.67,0.0,0.0,0.0
QNC,QUINCY RS (USFS),0.58,10.14,0.84,6.19,0.9,12.88,2.96,2.22,0.45,0.0,0.0,0.0
RBF,RED BLUFF,0.66,3.01,0.01,3.31,0.03,2.95,3.18,1.22,0.1,0.0,0.0,0.0
RGC,ROGERS CAMP,0.0,2.45,0.12,2.85,1.7,12.66,2.64,0.5,0.09,0.55,0.0,0.0
HEA,RUSSIAN RIVER NEAR HEALDSBURG,,,,,,,,,,,,
SCR,SACRAMENTO WB CITY,0.15,2.13,0.14,5.2,0.6,5.14,2.0,0.6,0.0,0.0,0.0,0.0
SGH,SAGEHEN CREEK,0.81,10.88,0.46,4.36,1.83,11.84,2.8,2.86,0.02,0.05,0.0,0.02
SAP,SALINAS NO2,0.25,1.07,0.1,2.5,0.17,3.47,2.65,0.09,0.0,,,
SDG,SAN DIEGO NWS-LINDBERGH FIELD,0.0,0.02,0.07,1.78,0.36,0.95,0.02,0.12,0.0,0.0,0.02,0.0
SFF,SAN FRANCISCO WB AP,0.21,2.77,0.07,4.85,0.39,3.32,2.24,0.01,0.0,0.0,0.0,0.0
SLO,SAN LUIS OBISPO POLY,0.01,0.49,0.17,3.55,0.15,9.12,0.56,0.01,0.0,0.0,0.0,0.0
ANA,SANTA ANA FIRE STA,0.0,0.04,0.0,1.08,0.02,1.39,0.02,0.11,0.0,0.0,0.0,0.0
SBR,SANTA BARBARA SANITATION,0.0,0.07,0.0,2.72,0.01,5.5,0.0,0.0,0.0,0.0,0.0,0.0
CRZ,SANTA CRUZ,0.07,2.75,0.18,5.29,0.32,6.89,3.98,0.04,0.03,0.0,0.0,0.01
SRO,SANTA ROSA,2.03,6.02,0.08,6.65,0.72,6.71,4.31,0.13,0.0,,,
SCA,SCOTIA,0.98,6.58,1.21,7.38,3.01,8.9,4.0,0.9,0.27,0.0,0.02,0.47
SRR,SIERRAVILLE RS (USFS),0.59,7.51,0.39,2.76,1.13,8.25,1.94,2.61,0.54,0.67,0.0,0.0
SLP,SLY PARK,0.48,9.27,1.12,6.8,1.04,16.32,5.16,1.16,0.12,0.0,0.0,0.0
SSG,SODA SPRINGS 1 E,1.02,16.57,0.91,10.04,1.97,20.87,6.34,2.83,0.04,0.04,0.04,0.0
SOR,SONORA RS,0.3,4.32,0.12,4.79,0.0,11.25,3.13,0.13,0.0,0.0,0.0,0.0
SEY,SOUTH ENTRANCE YOSEMITE,0.45,3.81,0.2,5.69,1.43,11.93,3.94,1.04,0.0,0.07,0.0,0.15
SLK,SOUTH LAKE,0.0,2.74,0.08,0.8,0.76,7.4,1.66,2.4,0.0,3.12,0.96,0.2
SGV,SPRINGVILLE TULE POWERPLANT,0.08,2.72,0.31,2.92,1.06,12.23,2.77,0.12,0.0,0.19,0.0,0.03
SNH,STANDISH HICKEY PARK,,,,,,,,,,,,
STK,STOCKTON FIRE STATION 4,0.12,0.79,0.05,3.03,0.97,2.41,1.72,0.13,0.0,0.0,0.0,0.0
STG,STONY GORGE RESERVOIR,0.0,1.55,0.0,3.04,0.0,2.54,2.37,0.21,0.0,0.0,0.0,0.0
STV,STRAWBERRY VALLEY,0.95,19.12,1.19,11.55,3.15,21.3,8.42,0.46,0.08,0.0,0.0,0.0
SCC,SUCCESS DAM,0.17,0.36,0.06,1.57,0.62,5.12,1.41,0.65,0.88,0.44,0.23,0.33
SSN,SUSANVILLE,0.6,2.09,0.27,2.23,0.19,1.53,1.96,1.44,0.15,0.0,0.0,0.0
TAC,TAHOE CITY (NWS),0.6,8.15,0.48,3.78,1.25,12.32,2.58,2.57,0.0,0.29,0.0,0.0
TRM,TERMINUS DAM,0.01,0.75,0.02,1.37,0.53,5.05,0.92,0.03,0.01,0.01,0.0,0.0
3RV,THREE RIVERS PH NO 1,0.0,1.7,0.1,1.9,0.62,6.15,1.74,0.04,0.0,0.0,0.0,0.0
TCR,TRACY CARBONA,0.09,1.07,0.06,3.1,0.55,2.19,1.55,0.0,0.0,0.0,0.0,0.0
TKE,TRUCKEE RS (OBS),0.62,6.32,0.45,3.3,0.95,10.21,2.38,2.39,0.0,1.24,0.0,0.0
29P,TWENTYNINE PALMS,0.0,0.0,0.0,0.75,0.0,0.09,0.0,0.03,0.0,1.28,0.06,
UKH,UKIAH,0.85,7.94,0.15,8.68,0.55,5.24,4.4,0.04,0.0,0.0,0.0,0.27
VNT,VINTON,0.36,3.84,0.08,2.08,0.01,4.84,1.47,2.74,0.24,0.43,0.0,0.03
VSL,VISALIA,0.1,0.2,0.08,0.88,0.67,3.42,0.82,0.0,0.0,0.0,0.0,0.0
WSC,WASCO,0.0,0.52,0.0,1.17,0.33,1.57,0.27,0.0,0.0,0.0,0.0,0.0
WTW,WATSONVILLE WATER,0.05,2.0,0.14,3.3,0.2,7.25,2.06,0.04,0.0,0.02,0.0,0.0
WVR,WEAVERVILLE RS,1.19,6.19,0.59,5.03,0.84,5.27,4.55,1.93,0.14,0.17,0.0,0.14
WPT,WEST POINT,0.56,7.23,0.68,6.41,0.95,13.15,4.18,0.53,0.0,0.0,0.0,0.0
WDL,WOODLAND 1 WNW,0.22,1.65,0.09,4.69,0.35,4.56,2.17,0.1,0.0,0.0,0.0,
YSV,YOSEMITE HEADQUARTERS,0.52,4.28,0.24,3.36,0.49,13.97,3.76,0.73,0.0,0.0,0.0,0.15
YRK,YREKA,0.37,2.01,0.53,1.81,0.37,1.74,1.74,2.25,0.05,0.31,0.0,0.03
