station_id,station_name,oct,nov,dec,jan,feb,mar,apr,may,jun,jul,aug,sep
CVD,CHERRY VALLEY DAM,0.75,1.14,1.6,2.14,8.66,5.29,4.19,0.88,0.23,2.0,0.09,0.97
CHS,CHESTER,0.53,1.6,0.31,0.87,5.69,7.35,1.35,0.42,0.0,0.91,0.73,0.5
CES,CHICO UNIV FARM,0.07,1.16,0.0,0.2,4.26,5.74,0.87,0.04,0.0,0.0,0.42,0.59
CNL,CHINA LAKE ARMITAGE,0.0,0.54,0.0,0.0,0.78,0.01,0.0,0.02,0.0,0.0,0.08,0.01
CLN,COALINGA,0.0,0.15,0.05,0.0,1.57,0.59,0.42,0.0,0.0,0.0,0.0,0.0
CFF,COFFEE CREEK RANGER STATION,0.01,1.11,0.39,0.8,8.79,11.56,0.81,0.24,0.0,0.66,0.26,2.72
CLF,COLFAX,0.38,1.79,0.6,1.14,13.63,7.26,2.1,0.71,0.0,0.01,0.15,
CTT,COTTONWOOD GATES,0.09,0.25,0.07,0.08,0.56,0.75,0.03,0.04,0.0,0.05,0.98,0.17
COV,COVELO 1 NNE,0.01,2.11,0.4,0.5,9.2,8.69,,0.16,0.0,,,
CRC,CROOKED CREEK (LONG VALLEY),0.12,0.02,0.07,0.25,0.45,1.31,0.28,0.42,0.02,1.15,0.31,0.27
CUY,CUYAMACA DAM,3.96,1.98,1.71,0.47,1.06,4.11,,0.0,0.0,0.25,0.45,0.24
DVS,DAVIS 2WSW,0.0,0.68,0.39,0.16,4.24,1.56,2.29,,,0.0,,0.43
DSB,DE SABLA (PG&E),0.64,2.96,0.73,1.28,14.14,14.61,2.35,0.42,0.0,0.07,1.08,0.19
DTV,DEATH VALLEY,0.0,0.38,0.0,0.0,0.0,0.36,0.11,0.02,0.0,0.05,0.15,0.76
DMS,DONNER MEM ST PARK,0.9,0.1,1.75,2.2,8.41,5.3,1.42,0.54,0.0,4.45,1.63,0.21
DWV,DOWNIEVILLE,0.86,1.61,1.62,1.86,13.9,12.25,2.5,1.9,0.0,0.06,0.95,1.35
DYL,DOYLE,0.74,0.32,0.12,0.58,1.88,1.38,0.18,,0.0,0.14,1.38,
DNM,DUNSMUIR TREATMENT PLANT,0.07,1.37,0.32,0.61,12.23,11.27,2.66,0.41,0.0,0.01,0.18,2.3
EGL,EAGLE CREEK,1.11,0.97,1.36,1.99,4.87,4.9,4.07,0.68,,,,
ELC,EL CAPITAN DAM,2.05,0.64,1.04,0.21,,1.8,0.78,0.0,0.0,0.15,0.21,0.0
ERY,ELLERY LAKE,0.6,0.56,1.28,1.32,4.02,2.52,1.2,0.8,0.52,0.88,1.68,0.36
ELS,ELSINORE,0.16,0.53,0.7,0.0,0.83,1.25,0.5,0.0,0.0,0.0,0.66,0.45
ENG,ENGLEBRIGHT (USACE),0.15,1.47,0.25,0.95,9.29,6.68,0.87,0.03,0.0,0.0,0.01,0.27
ERK,EUREKA WOODLEY ISLAND,0.05,1.29,0.56,1.35,6.09,6.25,1.37,0.58,0.35,0.02,0.02,2.78
FRF,FAIRFIELD,0.0,1.28,0.74,0.26,9.58,2.66,2.39,,,0.0,0.05,0.82
FMT,FAIRMONT,0.11,0.6,0.17,0.15,2.4,2.92,0.53,0.37,0.0,0.0,0.03,0.05
NIC,FEATHER RIVER NEAR NICOLAUS,,,0.02,,,,,,,0.0,,0.34
FDD,FIDDLETOWN,0.0,1.47,0.51,1.15,9.75,5.46,2.98,0.3,0.0,0.0,0.0,0.93
FLR,FLORENCE LAKE (SCE),0.87,0.32,0.6,0.3,2.98,1.91,1.53,1.33,0.05,1.84,0.17,0.52
FLD,FOLSOM DAM - FOLSOM POINT (DYKE 8),0.0,0.95,0.39,0.51,7.37,,1.44,,0.0,0.0,,
FRH,FORESTHILL R S,0.67,2.02,0.61,1.56,11.64,10.14,3.65,0.72,0.0,0.0,0.03,2.1
FBW,FORT BIDWELL,0.22,0.39,0.62,1.84,5.05,1.98,0.6,0.42,0.61,0.31,0.6,0.15
FJN,FORT JONES RS,0.0,0.53,0.48,0.78,2.58,4.12,0.28,0.79,0.2,0.35,0.01,1.94
FRR,FORT ROSS,,,,,,,,0.24,,,,
FRO,FRESNO WB AIRPORT,0.03,0.54,0.15,0.57,2.11,0.62,0.74,0.04,0.0,0.01,0.0,0.18
GAS,GASQUET RANGER STATION,0.04,5.02,2.35,3.72,19.48,17.19,4.36,4.23,1.08,0.12,0.04,3.28
GLK,GEM LAKE,0.28,0.24,0.64,0.84,2.76,1.16,0.96,0.8,0.12,1.28,0.68,0.2
GRG,GEORGETOWN RS (USFS),0.6,1.02,0.73,1.27,15.85,9.17,3.73,0.65,0.0,0.14,0.0,1.66
GNF,GIANT FOREST (USACE),0.76,0.51,1.76,1.42,5.36,3.25,5.31,1.42,0.0,0.0,0.05,0.84
GLV,GLENVILLE FS,0.62,1.16,1.12,0.93,1.41,2.42,2.28,0.8,0.0,0.0,0.13,0.0
GRO,GRANT GROVE,1.82,0.29,0.92,1.42,3.99,5.62,5.13,1.43,0.0,0.39,0.0,0.89
GSV,GRASS VALLEY,0.39,1.89,0.57,1.49,14.86,9.6,3.38,0.72,0.0,0.02,0.06,0.87
GNV,GREENVILLE RS,,,,,,,,,,,,
GVL,GROVELAND R S,0.97,1.43,1.04,1.43,5.32,5.06,,0.19,,0.03,0.02,1.06
GHS,GROVER HOT SPRINGS,0.58,0.36,1.0,1.47,6.18,1.02,0.32,0.59,0.0,2.61,0.21,0.55
HWE,HAIWEE,0.04,0.18,0.23,0.0,0.22,1.38,0.0,0.09,0.0,0.11,0.5,0.03
HND,HANFORD REFINERY,0.0,0.26,0.12,0.11,1.65,0.52,0.2,0.0,0.0,0.0,0.0,0.01
HAP,HAPPY CAMP RS,0.07,2.04,1.02,1.42,8.76,8.83,1.3,0.55,0.11,0.0,0.07,1.91
HRR,HARRISON GULCH RS,,,,,,,,,,,,
HSD,HENSHAW DAM,1.78,0.74,1.12,0.31,1.25,4.75,1.63,0.01,0.0,0.02,0.78,0.07
HTH,HETCH HETCHY,1.18,1.11,1.08,1.89,6.08,4.74,3.55,0.26,0.2,1.54,0.01,0.51
HCK,HOCKETT MEADOW (USACE),0.72,0.81,1.32,1.82,7.5,3.05,3.85,0.8,,0.05,0.2,0.45
HLS,HOLLISTER,0.02,0.36,0.22,0.22,,1.33,1.14,0.02,0.0,0.0,0.01,0.26
HOO,HOOPA,0.0,1.54,1.06,1.79,8.25,2.82,0.97,0.96,0.18,0.0,0.0,2.47
HSS,HOSSACK,1.21,0.7,1.81,1.63,5.9,4.73,4.7,0.91,,,,
IMP,IMPERIAL VALLEY,0.01,0.95,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.53,0.07
IPN,INDEPENDENCE,0.95,0.04,0.04,0.18,0.43,0.82,0.11,0.06,0.0,0.46,1.0,0.07
ISB,ISABELLA DAM,0.24,0.83,1.04,0.37,2.68,0.96,1.19,0.14,0.04,0.0,0.1,0.0
JNL,JUNCAL DAM,0.41,0.93,0.33,1.12,4.36,0.93,1.24,0.17,,,,
KP3,KERN PH 3,0.48,0.22,0.61,0.32,2.38,0.87,0.8,0.08,0.0,0.0,0.3,0.0
KR3,KERN R INTAKE NO. 3,0.72,0.11,0.57,0.65,3.13,1.49,1.01,0.01,,,,
OLS,KLAMATH RIVER AT ORLEANS,0.02,1.63,1.04,1.8,13.63,11.13,1.66,0.49,0.68,0.0,0.0,2.17
LGB,LAGUNA BEACH,1.91,0.48,0.29,0.0,0.76,1.11,0.53,0.0,0.0,0.0,0.02,0.0
LGT,LAGUNITAS LAKE,0.02,1.46,1.17,0.01,21.34,5.8,2.28,0.18,0.0,0.04,0.0,0.67
ARR,LAKE ARROWHEAD,3.35,,0.9,,2.98,,,,,,,
LPA,LAKE PALMDALE,,,,,,,,,,,,
SBN,LAKE SABRINA,1.04,1.68,0.56,1.0,2.62,0.88,0.96,1.6,0.04,0.84,1.28,0.44
LNC,LANCASTER FSS FAA,,,,,,,,,,,,
LMC,LEMON COVE,0.07,0.58,0.32,0.55,1.44,1.35,1.42,0.27,0.0,0.0,0.0,0.02
LND,LINDSAY,0.01,0.52,0.04,0.43,1.3,0.8,1.17,0.26,0.0,0.0,0.0,0.04
LDG,LODGEPOLE,1.42,0.51,1.68,1.31,4.78,4.09,4.2,1.13,0.0,0.75,0.39,1.15
LCC,LOS ANGELES CIVIC CENTER,0.06,0.62,0.2,0.0,3.58,1.18,0.35,0.0,0.0,0.0,0.04,0.01
LAN,LOS ANGELES-WSO AIRPORT,0.02,0.69,0.3,0.0,2.79,0.36,0.26,0.0,0.0,0.14,0.03,0.02
LSB,LOS BANOS,0.03,0.31,0.25,0.32,1.75,1.08,0.65,0.0,0.0,0.0,0.0,0.0
LYT,LYTLE CREEK R S,0.3,,1.2,,,,,,,,,
MDR,MADERA,0.07,0.39,0.23,0.32,2.16,0.48,1.11,,0.0,0.0,0.0,0.04
MRP,MARIPOSA RANGER STATION,0.7,0.8,1.26,1.72,2.93,3.06,1.52,0.05,0.0,0.0,,
MKV,MARKLEEVILLE,0.47,0.48,0.7,2.34,1.18,,0.55,,,,,
MLD,MCCLOUD,0.0,0.69,0.35,0.43,8.58,5.76,3.51,0.5,0.0,0.08,0.05,3.0
MFS,MERCED,0.1,0.62,0.29,0.31,1.65,1.41,0.53,,,,,
MNR,MINERAL (OBSERVER),1.32,1.76,0.58,1.09,10.4,14.39,2.79,0.98,,0.27,,1.21
MCN,MOCCASIN,0.6,1.28,0.84,1.23,4.04,3.57,2.19,0.08,0.03,0.0,0.0,0.19
MDE,MODESTO IRRIG DISTRICT OFFICE,0.0,1.11,0.25,0.54,,,,,,,0.0,
MTY,MONTEREY AIRPORT,,,,,,,,,,,,
HML,MOUNT HAMILTON,0.0,0.98,0.61,0.35,4.68,3.58,1.7,0.13,0.0,0.0,0.0,0.33
MSC,MOUNT SHASTA CITY,0.79,0.37,0.49,0.3,6.66,3.76,0.78,0.25,0.08,0.25,0.34,2.55
WLS,MOUNT WILSON NO 2,1.4,1.97,0.57,0.51,9.6,1.87,1.37,0.03,0.0,0.06,0.12,0.2
MNH,MOUNTAIN HOME,0.85,1.19,0.71,0.96,5.17,2.84,4.66,0.72,,,,
MTP,MOUNTAIN PASS,,,,,,,,,,,,
NSH,NAPA FIRE DEPARTMENT,0.0,1.13,0.71,0.11,10.91,3.38,2.88,0.0,0.0,0.0,0.05,0.21
NDL,NEEDLES,0.03,0.91,0.01,0.0,0.08,0.0,0.01,0.0,0.0,1.73,2.7,0.87
NVD,NEVADA CITY,0.67,1.79,0.95,1.79,15.76,10.1,4.09,0.73,0.0,0.0,0.12,1.55
EXC,NEW EXCHEQUER-LK MCCLURE,0.06,0.93,0.53,1.06,2.47,1.83,1.06,0.04,0.0,0.0,0.03,0.01
NLD,NILAND,0.03,,,0.0,0.0,,,,0.0,0.12,0.29,0.18
NFR,NORTH FORK R S,1.27,0.96,1.33,1.6,3.4,2.21,3.5,0.59,0.0,0.5,0.0,0.82
OSM,OCEANSIDE MARINA,0.49,1.1,0.23,0.0,1.46,0.51,0.22,0.0,0.0,0.0,0.09,0.0
ORL,ORLAND,0.04,0.67,0.11,0.01,3.75,4.13,0.86,,,0.0,,1.41
OXN,OXNARD,0.0,0.51,0.26,0.03,3.83,1.16,0.05,0.02,0.0,0.0,0.03,0.01
PCF,PACIFIC HOUSE (OBSERVER),1.36,1.97,1.61,2.22,12.05,7.58,4.57,0.7,0.0,0.09,0.0,1.32
PMS,PALM SPRINGS,0.07,0.11,0.0,0.0,0.45,0.28,0.05,0.0,0.0,0.27,0.88,0.04
PNH,PANOCHE 2W,0.02,0.42,0.13,0.15,2.37,1.16,0.42,0.0,0.0,,0.0,0.07
PSC,PASCOES,1.62,1.75,1.5,1.35,5.47,3.06,5.21,0.72,0.05,0.0,0.87,0.0
PNF,PINE FLAT DAM,0.7,0.44,0.52,0.59,3.6,1.23,1.23,0.35,0.04,0.0,0.0,0.08
PCV,PLACERVILLE,0.45,1.49,0.6,1.57,12.47,6.24,2.51,0.24,0.0,0.05,0.0,0.98
PLE,PLUMAS EUREKA PARK,0.67,1.19,1.02,1.91,12.44,10.64,1.35,0.79,0.0,0.05,1.12,1.41
PRT,PORTOLA,0.3,0.5,0.55,0.77,3.73,3.46,0.65,0.3,0.0,0.13,1.05,1.03
QNC,QUINCY RS (USFS),0.61,1.03,0.51,0.75,6.89,9.28,1.62,0.26,0.0,0.0,1.52,0.88
RBF,RED BLUFF,0.0,,0.27,0.06,6.41,3.17,0.29,0.61,0.0,0.01,0.13,2.44
RGC,ROGERS CAMP,1.21,0.54,1.02,1.56,3.99,2.87,3.73,0.29,,,,
HEA,RUSSIAN RIVER NEAR HEALDSBURG,,,,,,,,,,,,
SCR,SACRAMENTO WB CITY,0.0,0.82,0.38,0.2,4.14,1.77,1.83,0.0,0.0,0.01,0.0,0.46
SGH,SAGEHEN CREEK,0.5,0.37,1.14,1.7,8.4,3.75,0.98,0.82,0.0,0.86,1.78,0.58
SAP,SALINAS NO2,0.23,0.49,0.32,0.12,4.11,2.06,0.92,0.01,0.0,0.02,0.0,0.15
SDG,SAN DIEGO NWS-LINDBERGH FIELD,0.25,1.48,0.46,0.01,1.0,1.28,0.53,0.0,0.0,0.0,0.08,0.0
SFF,SAN FRANCISCO WB AP,0.0,0.91,0.35,0.01,3.76,1.93,1.61,0.0,0.01,,,0.42
SLO,SAN LUIS OBISPO POLY,0.44,0.28,0.27,0.03,5.83,2.57,1.08,0.0,0.0,0.0,0.0,0.0
ANA,SANTA ANA FIRE STA,0.22,0.46,0.37,0.0,1.42,0.67,0.37,0.0,0.0,0.0,0.03,0.0
SBR,SANTA BARBARA SANITATION,0.39,0.74,0.16,0.01,3.83,1.09,0.27,0.0,0.0,0.01,0.0,0.0
CRZ,SANTA CRUZ,0.07,0.72,0.29,0.05,7.19,3.76,1.21,0.04,0.02,0.13,0.0,0.92
SRO,SANTA ROSA,0.01,1.08,0.41,0.1,9.34,2.38,0.73,,,,,
SCA,SCOTIA,0.03,0.88,0.64,0.87,4.19,7.25,0.94,0.81,0.18,0.06,0.0,2.46
SRR,SIERRAVILLE RS (USFS),0.2,0.4,0.93,1.33,7.97,2.82,0.83,0.59,0.0,1.24,1.5,1.36
SLP,SLY PARK,0.08,1.8,0.02,1.46,13.58,7.33,4.16,0.71,0.0,0.17,0.0,0.94
SSG,SODA SPRINGS 1 E,1.65,1.69,2.2,2.83,12.68,9.65,3.62,1.38,0.08,0.39,1.5,1.77
SOR,SONORA RS,0.79,1.13,0.99,1.33,5.73,4.33,2.47,0.18,0.04,0.0,0.0,0.67
SEY,SOUTH ENTRANCE YOSEMITE,1.33,1.31,0.97,1.9,3.47,3.41,2.88,0.57,0.06,0.26,0.09,1.18
SLK,SOUTH LAKE,1.24,2.06,1.0,1.04,2.52,1.72,1.6,1.28,0.0,1.72,1.84,0.8
SGV,SPRINGVILLE TULE POWERPLANT,0.44,0.44,0.68,1.72,4.43,0.88,2.31,0.57,0.0,0.0,0.07,0.08
SNH,STANDISH HICKEY PARK,,,,,,,,,,,,
STK,STOCKTON FIRE STATION 4,0.0,1.15,0.34,0.21,2.87,1.89,0.82,,,,,0.0
STG,STONY GORGE RESERVOIR,0.0,0.57,0.1,0.03,4.46,3.6,1.37,0.78,0.0,0.0,0.21,0.45
STV,STRAWBERRY VALLEY,1.15,2.56,1.22,1.83,20.31,15.43,3.59,1.3,,0.01,,1.1
SCC,SUCCESS DAM,0.46,0.67,0.34,0.64,1.56,1.03,1.17,0.24,0.06,0.0,0.0,0.0
SSN,SUSANVILLE,0.24,0.62,0.1,0.86,1.29,2.96,0.82,0.93,0.1,0.19,1.04,0.28
TAC,TAHOE CITY (NWS),0.47,0.39,1.31,2.05,7.52,2.88,1.45,0.94,0.0,0.56,0.89,0.96
TRM,TERMINUS DAM,0.08,0.58,0.31,0.39,1.49,1.25,1.24,0.14,0.03,0.0,0.0,0.0
3RV,THREE RIVERS PH NO 1,0.32,0.47,0.52,0.5,2.82,1.49,2.48,0.47,0.0,0.0,0.0,0.88
TCR,TRACY CARBONA,0.0,,0.2,0.34,1.83,1.14,,0.0,0.0,0.0,,0.39
TKE,TRUCKEE RS (OBS),0.8,0.51,0.95,1.85,5.86,3.04,0.77,0.79,0.0,0.78,1.18,0.88
29P,TWENTYNINE PALMS,0.0,0.74,0.04,0.0,0.0,0.23,0.03,0.0,0.0,2.25,0.18,0.03
UKH,UKIAH,0.05,1.34,0.79,0.88,11.61,7.4,2.56,0.15,0.01,0.0,0.04,1.19
VNT,VINTON,0.59,0.56,0.45,0.83,2.67,1.81,0.1,0.44,0.0,0.58,1.5,0.41
VSL,VISALIA,0.05,0.65,0.2,0.34,1.13,1.47,0.66,0.1,0.0,0.0,0.0,0.05
WSC,WASCO,0.0,0.23,0.08,0.01,0.28,1.05,0.49,0.0,0.0,0.0,0.0,0.0
WTW,WATSONVILLE WATER,0.05,0.46,0.33,0.05,4.74,2.29,1.1,,,,,
WVR,WEAVERVILLE RS,0.01,1.42,0.48,0.99,6.22,8.5,0.42,0.31,0.02,0.43,0.0,1.73
WPT,WEST POINT,0.15,1.85,1.01,1.12,10.49,4.31,3.54,0.12,0.0,0.0,0.01,1.08
WDL,WOODLAND 1 WNW,0.0,1.1,0.34,0.24,4.9,,,,,,,0.39
YSV,YOSEMITE HEADQUARTERS,0.65,0.73,1.53,1.01,5.47,3.89,2.75,0.61,0.2,0.28,0.15,0.54
YRK,YREKA,0.02,0.57,0.2,1.96,3.01,3.36,0.36,0.55,0.06,0.22,0.0,1.8
